video name,transcript,extracted
Subtraction of Rational Numbers, brendon and his friend went to at end aperthdy pre th brendon had three twentieth of ace and his friend had one twentieth of the kg can you tell who eight more and by how much to find who eight more we need to compared ups of the cake we can by brendon and his friends the parts of the cat can be represented by the rational numbers three upon twenty and one upon twenty respective la we already know how to compare two rational numbers as the denominators are the same in both the rational numbers the number with greater numerator will be the greater rational number here the numerator three is greater than the other numerator one therefore thre upon twenty is greater than one upon twenty thus brandon eight more kg now to find how much more tight brandon eight we need to subtract one upon twenty from three upon twenty subtraction of two positive rational numbers is the same as the substration of fractions here we see that denominators are the same so we will subtract the numerator of the smaller rational number from the numerator of the large rational number so in this way we have found out that ended at on tens of the cake more than that of his friend but do you know how to subtract two rational numbers that have different denominators lets explore as is the case of addition of rational numbers we first find the alsem of the two denominats then we find the equivalent rational numbers of the given rational numbers with their elsium as the denominator now we have to sbtracten upon thirty five from twentieighth upon twenty five on subtracting we get eighteen upon thirty five we know that for two entities and be we could write aminas we is equal to eight less negative we does it work for rational numbers as well let tried by writing four upon five minus two upon seven as four upon five was negative two upon seven and solving it further we obtain the same deferens so we can say that while subtracting one rational number from another rational number we add the additive inverse of the rational number that is being subtracted from the other rational number now we will carry out the substration of mixed fractions subtract three whole four upon five from two whole three upon four first we will convert mixtractions to impruper fractions we must find the alseum of four and five which comes out to be twenty to get an equivalent fraction of eleven upon four multiply the numerator and denominator by five similarly to get an equivalent fraction of nineteen upon five we multiply the numerator and denominator by four now we have to subtract seventy six upon twenty from fifty five upon twenty thus on subtracting we get negative twenty one upon twenty let us discuss one more ex number subtract negative seven upon nine from two upon seven we can write it as two upon seven less additive inverse of negative seven upon nine on solving further we get one hole four upon sixty three in an nutshell we have learnt how to substratrational numbers when the denominators are same and when the denominators are the friend also we have discussed how to use the additive inverse metal,"['equivalent rational numbers', 'greater rational number', 'rational numbers', 'rational number', 'more tight brandon', 'more ex number', 'same deferens', 'different denominators', 'respective la', 'end aperthdy', 'greater numerator', 'more', 'inverse', 'fractions', 'numbers', 'equivalent', 'brandon', 'same', 'denominators', 'number', 'numerator', 'greater']"
Heat, heat is he form of energy that transfers from a hot body to a cold body here you can see that the man has kept a frying pan on a flame it becomes hot after some time the hotness can be seen by the motion or movement of the molecule the speed of the molecules and motion increases as the temperature rises,"['cold body', 'hot body', 'motion increases', 'motion', 'hot']"
DNA Blue Print of life, there are millions of organisms on the self all these organisms exhibit visible distinct variations among each other and are unique the blue prints for their unique development resides within the nucleus of their cells the data cells of unicellular organisms are exact copy of the appearance unicellular organisms reproduce by simple self division after their genetic material has divided multi cellular organisms propagate by more complicated method of sexual reproduction individuals of opposite sexes participate and produce gametes that fuse to form zygote which develops into new individual besides the unique recombination of parental traits the offspring might also have developed some completely new traits hence the offspring have certain base characters similar to their parents but are not exact copies of them reproduction thus in shores the transfer of genetic information from parents to offspring genetic information of an individual is contained in its di ane almost every cell in our bodty contains di ane however the information in our day is slightly different than that of other organisms which is one of the many reasons that we due to look are act quite like them dia is short form for deoxsyribo new clacasit it is called the blue printoflies because it contains the cold or instruction for each and every function of cells that make up the living organisms just like a builder uses he blue prints to build ar house day is used as the blue prints of plane for the entire organisit consists of two long chains of nucleotides twisted into ar double helices and joined by hydrogen long which win the complimentary bases adenine thiamine cytosine and guani which are referred by their initial de se and ge respectively step by step the particular sequence of billions of these bass makes of the genetic code or bluepinthat determines all of the hereditary charac turistics of living things it may be hard to believe at first how are complex organisms build from the arrangement of just for molecules long stretch of di ane called gene codes for proteins dane remains in the nuclides and in order to get its instruction translated into proteins it must send its messages to the ribosms present in the cytoplasm where proteins are me the biomolecu used to carry this messages is the messenger arena or amar any messenger arena looks like one half of the day ladder it has asingle long chain of sugars and phosphates and four chemical bases adenine cytosine guanine and uracil instead of thymine messenger arena defines the arrangement of amino acids in particular sequence to form proteins cellular activities and functions of an organism depend upon the accuracy of proteins but if gene somehow gets modified by genetic recombination or due to in accuracy in day replication or mutation protines will either not be produced or will be modified since the proteins are the building blocks of the self any modification in these molecules will result in variations variations or modifications accumulate in apopulation naturally by sexual reproduction accumulation of such variations in ar population leads to the evolution of new species which might be entirely different from the existing ones thus de an molecules contain information not only to make copies of itself but the information necessary to construct an entire organism,"['bases adenine cytosine', 'form proteins cellular', 'cellular organisms', 'ar house day', 'new traits', 'genetic information', 'genetic recombination', 'ar double helices', 'unicellular organisms', 'long', 'bases adenine', 'new', 'variations variations', 'base characters', 'distinct variations', 'unique recombination', 'genetic', 'organisms', 'ribosms present', 'gene codes', 'bass makes', 'particular sequence', 'short form', 'many reasons', 'opposite sexes', 'complicated method', 'data cells', 'reproduction', 'day', 'cytosine', 'messenger', 'charac', 'entire', 'exact', 'blue', 'self', 'variations', 'ar', 'unique', 'traits', 'information', 'proteins', 'gene', 'form', 'cells']"
Rational Numbers between two Rational Numbers, same and we are are plain game of numbers each of them have ten cards each card is numbers beta unique number from one to ten both of them have to draw ar card randomly from their re spective collection of cards the person with the card with the smaller number on it has to tell the numbers between the numbers on the cards drawn ray same and rear if both of them have the same number on their cards the will have to draw al number card suppose we get cards with numbers six and ten respectively how many whole numbers are there between six and ten the representation of whom numbers between one and ten on the number line is shown here you can see that the whole numbers seven eight and nine lie between six and ten betweans exactly three whole numbers are there between six and ten in the same way you can see that the number of integers between negative four and positive two is five how many integers are there between negative one and positive four clearly there are four intrges between negative one and four thus you have seen that the number of integers between any two integers is fin its the same holds true for whole numbers also his this statementue for rational numbers as one let us find out the two rational numbers to find the rational numbers between tetwo given rational numbers we will follow certain steps fus convert both the rational numbers in two equivalent rational numbers with the same denominator now we have to find the rational numbers between these two numbers then you can the numeratos of these numbers these are the integers we can easily insert the integers between any two intrges that are listed here consider these integers as the numerators of their rational numbers between the given numbers there denominator will be the same as that of thetwo equivalent rational numbers thus we have found six rational numbers between negative one upon four and one upon three are these the only rational numbers between these numbers as you know we can find as many equivalent rational numbers as we want to for given rational number hence we can insert astionmany rational numbers as we want between the two given rational numbers so you can write another pair of rational numbers we quevalent to the given numbers as shown here this time you can get another set of thirteen rational numbers between the given rational numbers in this way you can find as many rational numbers as you want wetween two rational numbers thus there can be infinite rational numbers that can be inserted between two numbers now there is take and exumber in set three rational numbers between negative three and negative two but given numbers are integers and hence rational numbers two for our convenience we can multiply and to rate both the numbers by four thus we get two rational numbers that are equivalent to the givenm rational numbers so we can insert the rational numbers between thetwiven integers as shown here in an ac shell there can be infinite rational numbers that can be inserted between any two rational numbers,"['many equivalent rational numbers', 'rational number', 'many rational numbers', 'equivalent rational numbers', 'same number', 'number card', 'rational numbers', 'many whole numbers', 'number', 're spective collection', 'same', 'ac shell', 'plain game', 'whole numbers', 'many', 'steps', 'equivalent', 'card', 'numbers']"
Types of Inflorescence: Cymose, flowers are the most beautiful gift of nature there are number of flat around us that vary in collar sizes form and anatomical arrangements do you know what is the arrangement of flowers called the answer is in fluorescent inflorescence is the mode of arrangement of flowers one specialised branch of the plant major types of inflorescencar indeterminate or racemose and determinate or simos in this animation we will study determinate or cymose inflorescens since the flowers are borne in an bacipetal order and the main axes terminates in of flower hence the growth is limited the lateral branch that arises from the base of amine axes also terminates into of for the two major types of cymose inflorecenoer monocasial sin or mono caesium and dicasialsime or di caesium in amonocasial same main axes terminates in of flower and only one lateral branch arises from its base which also terminates in of flower this type of inflorescence can be observed in the flowers of drosera and reninculus bolboses in drosera the successive lateral branches may arise from the same side of axes while in reninculus bolboses the successive lateral branches arise alternatively on both sides of axes on the other hand in adicsialsim main axes terminates in of flower and the two lateral branches arising from its upper note also terminate in afflr the flower present at the main axes is the oldest one while those present at the lateral branches are the young ones this type of inflorescence can be observed in the flowers of clasmen and saline cymose inflorescence is less common as compared to racemose inflorescence all the types of inflorescences enhance the chances of pollination thereby maximising the reproductive success of plants,"['same main axes', 'cymose inflorecenoer monocasial', 'cymose inflorescence', 'lateral branch', 'main axes', 'cymose', 'reninculus bolboses', 'bacipetal order', 'inflorescencar indeterminate', 'anatomical arrangements', 'beautiful gift', 'lateral', 'same', 'caesium', 'major', 'sizes', 'branch', 'axes', 'inflorescence', 'other', 'flower']"
Friction, you can easily whole the glass tumbler in your hand but will the same be true if the outer surfas of the same glass tumbler is made greasing or has effofcooking oil over it it is due to the friction that we can right old or can produce fire it is difficult to move heavy box on arousurface but it can be moved easily on as small surface friction opposes motion and can be ingresed if the do surfaces in an take our breast hotter friction can be increased or reduced by various methods have you ever thought why your shoes and tyres are groove it is done to provide better re on the ground to increase the friction the brakes are provided in the we gas as the brakes are applied the break bats ores the motion of the rim due to friction do you know why are deers or on as applies some or of ups tons on their hands they do so to increase the friction for better grim in many situations friction is on desirable and so it is necessary to minimise it you must have play the game of carom an sprinkle outer on the caraboad to reduce the friction so that the striker and the carompoints move boldly on the board sometimes it is difficult to open the door in such as saturation were drops of oil on the uses of door which reduces friction and made to movement of the door as mol you do repeatitfriction which when the moving parts of the mass increases which reduces in sufficient se on applying grease the friction we when the moving parts reduces and as the efficiency increases it is difficult to move heavy or but the same so gas can be moved easily if it is provided with wheels as wheels reduces friction,"['situations friction', 'hotter friction', 'surface friction', 'reduces friction', 'glass tumbler', 'parts reduces', 'mass increases', 'better grim', 'ups tons', 'break bats', 'various methods', 'heavy box', 'outer surfas', 'friction', 'heavy', 'increases', 'reduces', 'parts', 'outer', 'better']"
Simple Microscope, simple microscope you must have noticed that whole lodges to use the circular glass fitted in aframe over his eyes to see the small competent of watches do you know how the small glass helps him to see the small contents of watches this small circular glass is known as magnifying glass which magnifies the small objects the old man can easily read the small letters of the newspaper with the help of this magnifying glass this magnifying glass is commonly used in signs laboratories as well as in medical field let is study in detail about this magnifying glass magnifying glass is a convex lens also known as converging lens this converging lens is of small focal length and is also known as simple microscope the is now study about the image formation by the simple microscope when an object is placed in front of a magnifying lens then its magnified image is formed as the position of finance has changed the size of the image rearis accordingly if the magnifying lens is moved towards the object then the distance of the image from an eye will go on decreasing when an object is placed between the focus if an optical enter se then the image will be formed at the least distance of the distinct vision d at this position maxima magnification occurs the magnification of simple microscope is given by emmisequal to one plus de upon is,"['magnifying glass magnifying glass', 'small glass', 'small focal', 'small', 'magnifying glass', 'magnifying lens', 'old man', 'whole lodges', 'simple microscope', 'maxima', 'vision', 'image', 'glass', 'lens', 'signs']"
Phases of moon, phases of moon for centuries man has been intrigued by the changing phase of the moon the moon appears to be of different shades in the sky on different night phases represent the illuminated portion of moon that we see from the earth as the moon begins to orbit the earth sounds light reflects on the moon causing are different portion to glow the phases of the moon changes as the moon makes its way around the earth when the moon appears to be growing it is said to be waxing and if it appears to be getting smaller it is winning ar crescent shaped moon means that less than half fourth and gibbes means it is more than half forth the moon phases repeat every month starting with new moon the different phases of the moon are new moon waking recent first quarter waking gibbers pull moon winning gives last quarter and winning present,"['different night phases', 'moon phases', 'recent first quarter', 'different phases', 'moon', 'centuries man', 'different', 'phases', 'quarter']"
Positive and Negative Rational Numbers, you have already learnt about rational numbers arational number is in the form of be upon the we ape and few are integers also you should be an non zero integer some of the rational numbers are shown here did you notice that the numerator and denominator of or rational number can be positive or negative integers let us now define positive and negative rational numbers when the numerator and denominator both are positive integers it is ar positive rational number for example the rational number six upon five is positive rational number as both numerator and in nominator that is six and five are positive integers when either the numerator or the denominator is an negative integer it is an negative rational number for example the shown rational numbers are negative rational numbers consider an example is negative nine upon negative seven upositive rational number or ar negative rational number we know negative nine upon negative seven can bitive nation here which is equal to nine upon seven as we also know nine upon seven is positive rational number so negative nine upon negative seven is ar positive rational number what do you think is zero or positive rational number or or negative rational number the number zero is neither upositive rational number nor ar negative rational number now check which of the following rational numbers are negative rational numbers among the given rational numbers to upon negative seven an negatve three upon five or negative rational numbers as either the numerator or the nominator of these rational numbers are negative integers note that negative five upon negative six is ar positive rational number now you will learn how to represent rational numbers on number line you already know how to represent integers on on number line observe the number line shown here the points to the right of zero are denoted by positive sign and are positive integers and points to the left of zero are denote by negative sign and or negative integers let us represent negative one upon three on the number line as we did in the case of integers the positive rational numbers would be marked to the ratio of zero and the negative rational numbers would be marked to the lefion of zero so being a negative rational number negative one upon three would be marked to the leftion of zero you also know that while marking integers on the number line successive integers are mark at equal enters also from zero the pair of integers on an negative one is equidistant in the same way the rational numbers one upon three an negative one upon three would be at equal distance from zero we lready know how to make the rational number one upon three it is marked at upoint that is at one the of the distance between zero and one starting from zero so negative one upon three would be mark at point that is at on the of the distance between zero and negative one starting from zero similarly we can mark to upon three on the number line to the right of zero are shown now negative to upon three is to the leftion of zero and at the same distance to the right of zero as to upon three similarly the rational number negative for upon three lies on the left of zero and is at the same distance as for upon three from zero in the same way we can go on representing negative five upon three negative seven upon three negative at upon three and so on lets take with three cap of or learning,"['negative rational number negative', 'rational number negative', 'negative rational number', 'rational numbers arational number', 'negative rational numbers', 'positive rational number', 'number line successive integers', 'positive rational numbers', 'negative integers', 'rational number', 'negative sign', 'rational numbers', 'same distance', 'equal distance', 'number line', 'positive integers', 'negative', 'equal enters', 'positive sign', 'number', 'same', 'equal', 'distance', 'integers', 'positive']"
Structure & function of chloroplast, chloroplasts are discoid or lens shaped or genes measuring for to ten micrometer in length and one to try micrometer in with the are bounded by double membrane on volope and auto membrane and an inner membrane an narrow berry plastidials place is enclosed between the two membranes inside the inner membrane is the denser caloles granular ground substance known as stroma it is protinecies and nature and is aside of an samatic reactions embedded in the stroma is complex net war of flat and state sacs known as granum each grana can sets of plate like structures state on amar dealer like bile of coins these arbodoas halopoids and the are the structural and functional unit of the chloroplasts alacoies of to grana are connected by stroma lamellae or fracmembrains the pile coitmembrane is in pregmeted with various fate synthetic pigments photosynthetic pigments are the complex molecules that have ability to absorbs basaficfele of light like chloro fill carotenoids can does and face bilens let state log at the major light harvesting pigment located on the chalagoid membrane it is the chloro fill at green pigments common to all photosynthetic cells which allow cells to obtain energy from light and thus forms the primary photosynthetic pigment and is structural unit of photosynthesis chloro fill molecule is at tadpole structure composed of aborferin head and of vital del for purine head consists of for viral rains link together by methane bridges forming ar ring each viral rain comprises of for see and on an atoms wet entry added centre among all the photosynthetic pigments chloro fill is the major pigment in bold in the transformation of light energy into chemical energy chloro fill by se de carotenoids can do pills and ficobillens atetas secoryfoto synthetic pigments these pigments absorb energy that chlorofo this and absorb and also protects chlorophyll from photo oxidation flora field is low green and colour and is found in all higher plants and sino bacteria flora fill be is yellow green and colour and is found en all higher plants and green alga flora pills is valid green and colour and is found in tation and dinoflagellates flora filled is red in colour and is found in red algae carotenoids is orange and colour and is found in flows and flars can to fill is yellow brown and colour and is found in brown algae face bile is blue red and colour and is found in blue green algae in plane an alga photosynthesis take place within the chloroplasts whereas in bacteria it aces on the plasma membrane and in the sites all now let study the role of chloroplast in the leaves the purpose of the chloroplast is to make sugar and starts when the energy from the sun reaches chloroplast doses at energy to combine carbon dioxide so to and water at too this molecular reaction creates sugar and liberate oxygen or to land use the sugar or to cos and their food and energy for its rod have to taut about the nature of light the same me can emits energy in the form of electromagnetic radiations white light is the visible portion of solar radiations which are is and posed this light as the reaches as from the sand is composed of different will ends when pass through glass prism it resolves into seven colours violet in dicot blue green yellow orange and red this band of seven colours constitute the visible spectrum there with or the visible spectrum ranges from violet having shortest wave land three ninety nanometre to four ninety nanometrs to the longest wave land hall six sixty to seven sixty three nanometre beyond red are still longer in visible rays called infrared rays and beyond violet are shorter in visible rays called ultraviolet rays only are small portion of visible spectrum reaching the urge is utilised in photosynthesis chloro fill the green pigment on leaves absorbs mainly the blue and red wavelength of light it of legs green light do you know that when we see or colour it is actually colour that the object does not absorbed but reflects that is why chloro fill and eventually leaves also appear green in colour the absorption spectrum shows amount of light absorbed by pigment at weariesspave lens maximum light absorbed by chlorophyll and be is in the range of blue and red colour ar graph showing absorption of different wave lands of light by pigment is called its absorption spectrum absorption spectrum of different pigments is different action spectrum or showing the rate of photosynthesis at different wave lands of light the action spectrum shows the effect of ness of different wave lands all light is stimulating photosynthesis the absorption spectrum of chloropill of pigment suggest that while it blue and red light words best for photosynthesis maximum photosynthesis aces in flow and red regions of the light florofil at shows highest rate of photosynthesis thus the study of these grafts shows that wave lens of light which are mainly absorbed by chlorofobigment stimulates the highest rate of photosynthesis,"['fate synthetic pigments photosynthetic pigments', 'green alga flora', 'photosynthetic pigments chloro fill', 'green light', 'blue green algae', 'lens maximum light', 'red light', 'blue green yellow', 'green pigments', 'green pigment', 'bacteria flora fill', 'light energy', 'yellow green', 'photosynthesis chloro fill', 'red algae', 'photosynthesis maximum photosynthesis', 'wave lens', 'energy chloro fill', 'different wave', 'caloles granular ground', 'wave land', 'synthetic pigments', 'blue red', 'different pigments', 'oxidation flora', 'light', 'green', 'visible rays', 'photosynthetic pigment', 'membrane', 'visible spectrum', 'chloro fill', 'alga photosynthesis', 'viral rain', 'complex net', 'berry plastidials', 'visible portion', 'red', 'flora', 'pigments', 'higher plants', 'methane bridges', 'vital del', 'tadpole structure', 'pile coitmembrane', 'stroma lamellae', 'chloroplasts alacoies', 'arbodoas halopoids', 'amar dealer', 'samatic reactions']"
Acidity of Bases, acidity of basis acidity of base is the number of replaceable hydroxide ions present in that base on the basis of acidity basis can be classified as mono acidic basis day acidic basis try acidic basis etcetera mono acidic basis are the basis that have only one hydroxide on to donate to an acid therefore they have one replaceable hydroxyl group sodium hydroxide and ammonium hydroxide are mono acidic basis diacedic basis are the basis that have to hydroxide ions to donate to an acid therefore they have two replaceable hydroxyl groups calcium hydroxide and corpohydroxie are day acidic basis try acidic basis are the basis that have three hydroxide ons to donate to an acid therefore they have three replaceable hydroxyl groups aluminium hydroxide and paric hydroxide are try acidic basis,"['acidic basis', 'hydroxide ions', 'hydroxyl groups', 'hydroxyl group', 'basis', 'hydroxide']"
An introduction to Microorganisms, you might have observed that during rely season moist bread gets coils and itself is gets covered with great white patches or you might have observed green lose flat cotany far less carpet lie green cans on the rocks or walls they are called mosses on observing these patches or mosses under microscope you will notice few small structures but what would have happened if there were no microscopes then it was almost next to impossible to see any kind of smalles or microscopic structure antanyvan lion hoop became the first man to in vent in use the real microscope invention of the microscope opened up of vast world of the tiny microscopic organisms that man was not able to see so far before invention of the microscope the tinyest animals known to humans where and lie or the flies people could only see the appendages of these tiniest animals but they could not see them internally as there were no microscopes after the invention of microscope people were able to see not only the internal structures but thousands of different hands of living organisms also which were not visible to naked di these microscopic tiny living organisms which could not be seen through naked eyes but only under microscope are called as microbes all micro organisms where micro means small and organism means living being and the signs which deals with the study of micro organisms or scledas microbiology antanyvan lion hoop the man who invented the real microscopes is as and on as the father of microbiology because the was the first person to describe the shapes of micro organisms found in rain water and the saliva of the mouth so depending upon shapes and various other characteristics micro organisms are classified into four major groups these groups are viruses bacteria algae fungi and protozoan all of them marunicelular organisms these unicellular organisms are ubicutus means they are found everywhere on this planet microbes are even helpful to us in preparation of some food like yoged cheese bread et cetera depending upon the pathogenicity micro organisms are classified into pathogenic micro organism and non pathogenic micro organism pathogenic micro organisms are harmful and causes various diseases while non pathogenic micro organisms are helpful in food industr leather dustry for mosutical industry et cetera,"['pathogenic micro organisms', 'micro organisms', 'cheese bread et', 'season moist bread', 'microbiology antanyvan lion', 'pathogenic micro', 'microscopic organisms', 'microscope people', 'real microscope', 'industry et', 'industr leather', 'bacteria algae', 'small structures', 'antanyvan lion', 'various other', 'organisms', 'micro', 'green cans', 'less carpet', 'flat cotany', 'microscope', 'naked', 'animals', 'first', 'white', 'small', 'structures', 'microscopic', 'real', 'people', 'various', 'microbiology', 'green']"
Ozone formation, ozone formation oxygen exists as do atomic molecule in nature it is agas and found in abundance in the earth ozone is formed in the upper atmosphere in stratosphere adiatomic oxygen molecule is broken down into two oxygen atoms by absorbing ultra valid radiation of son the free monoatomic oxygen atom then reacts with another molecule of diatomic oxygen to form triatomic oxygen also known as ozone ozone is tritomic oxygen molecule ozone dusconsists of three atom of oxygen,"['oxygen molecule ozone', 'adiatomic oxygen molecule', 'monoatomic oxygen', 'oxygen', 'ozone ozone', 'upper atmosphere', 'ozone', 'valid', 'molecule']"
Work, work done by a constant force we do work when we push ar box and it gets displaced from its position here the applied force is denoted by f while the displacement of the box is denoted by f thus work done is equal to f multiplied by fs will the work be same if the force is applied at an angle to the object we again move the box by applying the force f but this time at an angle to the object as the force applied in the horizontal direction in which the box is displaced is f case peat thus work done is equal to f gas peat multiplied by fs thus work done by an object is equal to the product of force and the displacement produced by it in its direction of application,"['ar box', 'constant force', 'peat', 'horizontal', 'box', 'force']"
Earthquake, or quick it occurs due to as series of vibrations of the earth surfas that lasts for very short time with severe damages most of the damages to human life are caused due to falling of buildings it is therefore advise to consult qualified architect and structural engineers to make buildings earthquake resistant during the construction of the houses the shells and cupboards should be fix to the walls in highly sees me caries it is better to use mud or timber instead of using heavy construction materials do you know how you will protect yourself from earthquake when you are in does or out doors if you are in door during an earthquake the most important thing to do is to drop and cover it means fall on to the floor and get under ar heavy table or got keep over yourself from heavy objects that might fall on you if you are outdoor diring an earthquake then move away from buildings electric poles and trees which could fall down and can hurt you if you are travelling stay inside your we kill and the we kill should be away from bridges over passes tonnes trees buildings electric poles you should also prepare for the after shots which follow up earthquakes they are smaller than the first one but still are very dangerous,"['heavy construction', 'buildings electric', 'buildings earthquake', 'heavy', 'structural engineers', 'qualified architect', 'human life', 'short time', 'earth surfas', 'buildings', 'damages', 'earthquake', 'construction', 'important']"
Nitrogen Cycle, have you heard the famous line water water everywhere not in he drop to dry from in old englishpoem the rim of the ancient marine by co rice in you into predimening it means that even though the water was all around the alas shape when they were sailing in the ogen they were unable to drink it since it with salted the nitrogen gas present in the atmosphere bases as similar problem even though are wormospher has per ti at percent nitrogen plants and animals are unable to use the directly do you know the reason behind this it is because of the axons of the in sines reciicactr or fix atmospheric nitrogen in plants and animals then out of plants and animals you to as nitrogen as ate company the no the answer let us explore how the cycling of nitrogen aces in the atmosphere this cyclic movement of nitrogen in the form of different compounds through waves bite and eviticcompanens in nature is called the nitrogen cycle this cycle involves various steps let us explore edta in detail let us start way nitrogen fixation nitrogen fixation refers to the convrgin of atmospheric nitrogen into abilogically usable form through atmospheric by logical and industrial processes the let us understand what happens in each process the atmospheric nitrogen fixation are cos by means of lightning and rain the bolt of lightning carries electrical energy at is paper in of to break the strong bonds in the nitrogen mole in the atmosphere one plate the nitrogen nations with the bond to oxatiin in the atmosphere forming nitrogen dioxide this nitrogen dioxide dissolves in water the by forming nitric acid it falls on land along with ring and becomes readily available the biotical nitrogen fixation arcs by means of soil microbes nitrogen enters the living world through bacteria and cyanobacteria since these pateria are able to fix atmospheric nitrogen and converted into ausable form that is ammonia with the help of nitrogenase in sin they are commonly known as nitrogen fixing bacteria the nitrogen fixing bacteria may be free living or sympathy cyanobacteria are free living while rise via are symbiotic risobia live in the rod nodules of leguminous plants in imbaltic association now the industrial means of nitrogen fixation include fortilizes which are it in nitrogen phosphorus and but tan now you might be wording what happens to the nitrogen and it is converted into it usable forms the cans the step of assimilation nthister thesesable forms are absorbed by the plants from the soil and convted into amino acids which are utilise to make proteins when these plants or eatenaby animals the also consume these rodents and other complex nitrogen containing compounds these nitrogenous compounds are broken down and excreted as waste such as urea present in the urine and faces when plants or animals tie the bacteria or fungi present in the soil then at nitrogen trapped in the cellular components into ammonia this process of release of ammonia through the the composition of dead bodies and excretory wastes of organisms is non as ammonification now let us and the stand what happens one ammonia is found ammonia is for the broken down by microbial action through the process of nitrification it is at thus the process in wages firstly ammonia is converted into nitrate by the action of nitro comes and secondly nitrite is convrted into nitrate by the action of nitro bacter now these forms of nitrogen and be returned to the atmosphere as tides so the has to be converted back into the gaseous form of nitrogen he comes the step of the nitrification the nitrifying bacteria like sedamonus the wtthescompounds at into gaseous nitrogen which returns to the atmosphere nos the atmospheric percentage of nitrogen remains relatively constant nitrogen is surely important for glance to carry out their daily functions but is it also important for all living things absolutely ne children is the key to live as it is ac crucial component of proteins in signs cure of fill nucleic acids and some vitamins let us now recapitulate the contents,"['nitrogen fixation nitrogen fixation', 'atmospheric nitrogen fixation', 'nitrogen gas present', 'complex nitrogen', 'microbes nitrogen', 'nitrogen fixation', 'nitrogen dioxide', 'atmospheric nitrogen', 'nitrogen plants', 'nitrogen', 'nthister thesesable forms', 'usable form', 'usable forms', 'rod nodules', 'symbiotic risobia', 'sympathy cyanobacteria', 'free living', 'nitric acid', 'strong bonds', 'electrical energy', 'various steps', 'cyclic movement', 'ate company', 'similar problem', 'atmosphere bases', 'alas shape', 'co rice', 'ancient marine', 'old englishpoem', 'form', 'acids', 'industrial', 'compounds', 'sines', 'line', 'present', 'atmospheric', 'plants', 'forms', 'imbaltic', 'cyanobacteria', 'living', 'atmosphere', 'animals']"
Friction: Its Cause and Factor, do early humans discovered fire by rubbing two stones against each other you must have also felt that your hands feel on when you rub them together for a few seconds do you know the reason behind this phenomena when two stones or palms are rubbed against each other the motion of the stones or palms is resisted by some invisible factor that is responsible for producing heat in both cases each is produced due to the force of friction that acts between the two surfaces in contact whenever two objects strike to move or actually move over each other ar force of friction comes in to contact that tends to oppose the relative motion of an object over the other is friction the same for all the surfaces no it is not whether the friction between two surfaces will be small or large depends on the rouness of the two surfaces in contact as mol surface offers less friction whereas an irregular surfacs office more friction to understand this better let us perform as simple activitate the materials required for this activity are as spring balance ar brick ar metallic string ar piece of polythene tie the metallic spring around the brick and connect the hoop of the spring balance to it now hold the other end of spring balance and put it towards the of cell as soon as the brick starts to move check the reading in the spring balance and noted down it gives you are measure of the force of friction between the surface of the brick and the floor now rape the polythene around the brick and again tie astring around et connect the spring balance to the spring and pull the brick again no down the reading on the spring balance as soon as the brick starts to move what do you observe you will observe that the force of friction is less this time this is because the surface of the polythene is very smooth as compared to the irregulae surface of the brect let us perform another activity to have more clarity about the variation of friction based on the nature of the surface the materials required for this activity ar ar wooden wedge atoicar at table sand pleas the wooden wedge on as smooth floor from the top of the wooden wedge allow the toy car to slight down you will observe that after or rings on distance on the floor the toy car stops no down the distance covered by the toy car on the floor now spread the table uniformly over the floor insuring that there are no rings again from the top of the wooden ridge allow the toy to slight down and as it stops no down the distance covered by it over the table now remove the table from the floor and spread at then lear of sand uniformly over the floor again allow the toy car to slide down from the top of the wooden bridge as it stops no down the distance covered by it on the sandy floor compare all the three distances covered by the toy car before coming to rest you will observe that the toy car has covered maximum distance on the smooth floor and minimum distance on the sandy floor do you know why this is because the irregularities are minimum on the surface of the smooth floor and maximum on the surface of the sandy floor these irregularities are responsible for the increase in frictional floors even to surfaces which appear very smooth have al large number of minute irregularities on them that up struck the motion of an object the friction acting on an object also the pens on the rate of the object it is difficult to move are heavier object on a floor as compared to ar lighter object as the heavier object experiences more friction as compared to the lighter object do you know why this is because inter lacking between the irregularities of the two surfaces in contact is more in the case of the heavier object as compared to te lighter object thus heavier objects of or more friction as compared to lighter object so in this animation we have learned that the for of friction produces heat friction is the force that opposes the relative motion between two objects the false of friction increases with the roughness of the surface the force of friction on an object increases with its fat,"['ar ar wooden wedge', 'surfacs office more friction', 'more friction', 'ar metallic', 'other ar', 'wooden wedge', 'friction increases', 'heavier object', 'object increases', 'ar', 'toy car', 'table sand', 'other end', 'polythene tie', 'relative motion', 'invisible factor', 'few seconds', 'early humans', 'friction', 'wooden', 'object', 'more', 'distance', 'floor', 'surface', 'large', 'metallic', 'heavier', 'frictional', 'irregularities', 'sand', 'toy', 'table', 'tie', 'polythene', 'motion', 'other']"
